User 1,User 2,User 3,User 4,User 5
-4.7394727709165245,-4.550788947014008,-4.375530553358714,-4.696290646998819,-2.78839111260156
0.13487377764632513,0.06295818884733977,0.17597808236636875,0.037319848988277476,1.1557786869344617
0.13287377764632513,0.11695818884733977,0.3369780823663688,0.04641984898827747,1.224778686934462
0.13287377764632513,0.12845818884733978,0.42297808236636875,0.04641984898827747,1.6957786869344618
0.13087377764632652,0.4929581888473398,0.22997808236636738,0.03871984898827748,1.2597786869344618
0.7123737776463266,0.08895818884733978,0.14297808236636736,0.04641984898827747,1.238778686934462
1.154873777646325,0.08495818884733977,0.17897808236636736,0.02471984898827748,1.460778686934462
1.3608737776463238,0.5169581888473398,0.24197808236636736,0.017719848988276093,1.6177786869344604
0.7513737776463223,0.07095818884733977,0.20297808236636597,0.03731984898827609,1.2847786869344588
0.36437377764632234,0.12095818884733839,0.221978082366366,0.044319848988277476,1.2567786869344588
0.18137377764632234,0.5409581888473385,0.523978082366366,0.039419848988277474,2.202778686934459
1.4858737776463224,0.13295818884733837,0.619978082366366,0.03871984898827748,3.108778686934459
1.7908737776463224,0.042958188847336994,0.539978082366366,0.04641984898827747,2.768778686934459
2.5483737776463222,0.652958188847337,0.4489780823663646,0.04571984898827748,2.362778686934459
2.8508737776463224,0.044958188847336995,0.3319780823663646,0.017019848988277478,1.9297786869344589
2.0673737776463224,0.126958188847337,0.4099780823663632,0.08911984898827609,2.720778686934459
1.7968737776463222,0.343958188847337,0.4889780823663632,0.052519848988276066,2.702778686934459
1.5413737776463237,-0.37128676644046865,0.4129780823663646,0.39271984898827617,2.3782786869344585
2.144873777646325,-0.7440617664404687,0.4939780823663646,-0.2345932390774863,1.9827786869344588
0.894873777646325,-0.5790117664404687,0.5559780823663647,-0.41359323907748635,1.6557786869344588
-0.4184981197733237,-1.4529867664404688,0.5109780823663645,0.01011984898827617,1.1682786869344586
-0.7999981197733237,-1.9291117664404684,0.4409780823663646,-0.7904932390774864,1.0017786869344587
-1.0549981197733238,-1.8269867664404686,0.3839780823663646,-1.0575932390774863,0.825278686934459
-1.3594981197733236,-2.7310617664404684,0.3929780823663646,-1.1247932390774864,0.7532786869344594
-1.5054981197733237,-2.9548117664404687,0.6519780823663646,-0.6152932390774865,1.2702786869344593
-1.525498119773324,-3.200411766440469,0.804978082366366,-0.9569932390774866,1.8652786869344582
-1.4254981197733236,-2.4066867664404685,0.651978082366366,-1.4800932390774864,0.7812786869344586
-1.5314981197733237,-3.1665117664404687,0.3969780823663646,-1.4838932390774864,0.16127868693445896
-1.2774981197733237,-3.0094867664404688,0.2969780823663646,-1.3388932390774864,-0.6026410323307765
-1.3214981197733238,-2.380061766440469,0.3899780823663632,-1.1306932390774864,-0.057641032330777
-0.8334981197733237,-1.946636766440469,0.27997808236636046,-1.0086932390774863,-0.09414103233077697
-0.5394981197733236,-1.3988367664404686,0.25297808236636043,-0.7728932390774865,0.05827868693445737
-0.5014981197733236,-1.1224617664404684,0.26597808236635906,-0.6638932390774864,0.30677868693445753
-0.3214981197733237,-0.5214867664404685,0.43097808236635904,-0.4049932390774863,1.2282786869344575
0.9940305575898158,-0.6162617664404686,0.36897808236635904,-0.17839323907748644,1.1397786869344575
1.7920305575898157,-0.4184117664404686,0.3909780823663632,-0.1535932390774864,1.7872786869344575
1.4800305575898172,0.2271929380213265,0.5329780823663632,0.05381984898827054,2.3902786869344577
1.0095305575898172,0.057392938021326514,0.2979780823663604,1.2257198489882704,1.8787786869344576
1.0655305575898186,0.08364293802132652,0.43597808236636043,0.6239198489882705,2.2957786869344576
1.9715305575898185,0.6736429380213266,0.37797808236635905,0.22421984898827052,2.4767786869344577
1.6115305575898171,0.07164293802132653,0.5799780823663604,0.24661984898827052,3.4097786869344575
1.345530557589817,0.11964293802132653,0.522978082366359,0.28091984898826916,2.5817786869344577
1.0495305575898186,0.05964293802132653,0.45597808236636045,0.2893198489882719,2.0207786869344577
1.0455305575898186,0.4796429380213279,0.4169780823663604,0.21721984898827054,1.9177786869344575
1.1915305575898172,0.047642938021327914,0.32297808236636044,0.20671984898826914,1.8847786869344576
0.3520305575898171,0.5461429380213293,0.4389780823663632,0.18781984898826914,2.5917786869344575
0.14953055758981712,0.09514293802132931,0.3879780823663632,0.21161984898827052,2.8297786869344574
0.1415305575898185,0.1356429380213293,0.2579780823663632,0.04431984898826915,2.7987786869344577
0.3870305575898185,0.0956429380213293,0.3189780823663646,0.024719848988269153,2.6777786869344578
0.1860305575898185,0.7296429380213278,0.5639780823663645,0.010019848988269152,2.7037786869344576
0.1795305575898199,0.0756429380213293,0.2889780823663646,0.04501984898826915,1.3867786869344576
0.1535305575898213,0.5686429380213278,0.3949780823663646,0.04431984898826915,1.3297786869344577
0.40953055758982126,0.724642938021328,0.2709780823663646,0.046419848988270535,1.2957786869344576
0.2695305575898213,0.09764293802132791,0.3869780823663674,0.045719848988269154,1.8727786869344576
0.2535305575898213,0.10164293802132653,0.24697808236636598,0.03871984898827054,1.2937786869344576
